reference_area,measure,sex,age,education_level,domain,ref_area,measure_1,unit_measure,unit_of_measure,age_1,sex_1,education_lev,domain_1,year,year_1,value,observation_value,obs_status,observation_status,unit_mult,unit_multiplier,decimals,decimals_1,base_per,base_period
Lithuania,7_3_DEP,F,_T,Total,HSL_7,LTU,Satisfaction with personal relationships score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Female,_T,Social connections,2022,,3.649166367,,A,Normal value,0,Units,2,Two,,
Lithuania,7_3_DEP,M,_T,Total,HSL_7,LTU,Satisfaction with personal relationships score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,_T,Social connections,2022,,4.570145112,,A,Normal value,0,Units,2,Two,,
Lithuania,7_3_DEP,_T,MID,Total,HSL_7,LTU,Satisfaction with personal relationships score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,Total,_T,Social connections,2022,,3.293717808,,A,Normal value,0,Units,2,Two,,
Lithuania,7_3_DEP,_T,OLD,Total,HSL_7,LTU,Satisfaction with personal relationships score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,_T,Social connections,2022,,4.598414983,,A,Normal value,0,Units,2,Two,,
Lithuania,7_3_DEP,_T,YOUNG,Total,HSL_7,LTU,Satisfaction with personal relationships score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Young,Total,_T,Social connections,2022,,3.289700274,,D,Definition differs,0,Units,2,Two,,
Lithuania,7_3_DEP,_T,_T,Primary education,HSL_7,LTU,Satisfaction with personal relationships score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_1,Social connections,2022,,9.812927168,,D,Definition differs,0,Units,2,Two,,
Lithuania,7_3_DEP,_T,_T,Secondary education,HSL_7,LTU,Satisfaction with personal relationships score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_2_3,Social connections,2022,,4.481267206,,A,Normal value,0,Units,2,Two,,
Lithuania,7_3_DEP,_T,_T,Tertiary education,HSL_7,LTU,Satisfaction with personal relationships score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_5T8,Social connections,2022,,2.154740492,,A,Normal value,0,Units,2,Two,,
Lithuania,7_3_DEP,_T,_T,Total,HSL_7,LTU,Satisfaction with personal relationships score less than 5,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Social connections,2022,,4.016933038,,A,Normal value,0,Units,2,Two,,
Lithuania,7_3_VER,_T,_T,Total,HSL_7,LTU,Top personal relationship satisfaction scores quintile,FCTR_Q1_SCR_PERS_REL_SATISFACTION,Factor of lowest personal relationship satisfaction scores quintile,Total,Total,_T,Social connections,2022,,1.85729317,,A,Normal value,0,Units,2,Two,,
Lithuania,7_4,F,_T,Total,HSL_7,LTU,Feeling lonely,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Female,_T,Social connections,2022,,8.869836447,,A,Normal value,0,Units,2,Two,,
Lithuania,7_4,M,_T,Total,HSL_7,LTU,Feeling lonely,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,_T,Social connections,2022,,9.000206707,,A,Normal value,0,Units,2,Two,,
Lithuania,7_4,_T,MID,Total,HSL_7,LTU,Feeling lonely,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,Total,_T,Social connections,2022,,5.534995651,,A,Normal value,0,Units,2,Two,,
Lithuania,7_4,_T,OLD,Total,HSL_7,LTU,Feeling lonely,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,_T,Social connections,2022,,11.43531976,,A,Normal value,0,Units,2,Two,,
Lithuania,7_4,_T,YOUNG,Total,HSL_7,LTU,Feeling lonely,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Young,Total,_T,Social connections,2022,,6.398837878,,D,Definition differs,0,Units,2,Two,,
Lithuania,7_4,_T,_T,Primary education,HSL_7,LTU,Feeling lonely,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_1,Social connections,2022,,19.52905847,,D,Definition differs,0,Units,2,Two,,
Lithuania,7_4,_T,_T,Secondary education,HSL_7,LTU,Feeling lonely,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_2_3,Social connections,2022,,10.61966911,,A,Normal value,0,Units,2,Two,,
Lithuania,7_4,_T,_T,Tertiary education,HSL_7,LTU,Feeling lonely,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_5T8,Social connections,2022,,4.380847239,,A,Normal value,0,Units,2,Two,,
Lithuania,7_4,_T,_T,Total,HSL_7,LTU,Feeling lonely,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Social connections,2022,,8.921705742,,A,Normal value,0,Units,2,Two,,
Lithuania,8_2,F,_T,Total,HSL_8,LTU,Voter turnout,PT_VOTES_SUB,Percentage of votes in the same subgroup,Total,Female,_T,Civic engagement,2016,,68.00586,,A,Normal value,0,Units,2,Two,,
Lithuania,8_2,M,_T,Total,HSL_8,LTU,Voter turnout,PT_VOTES_SUB,Percentage of votes in the same subgroup,Total,Male,_T,Civic engagement,2016,,58.72623,,A,Normal value,0,Units,2,Two,,
Lithuania,8_2,_T,MID,Total,HSL_8,LTU,Voter turnout,PT_VOTES_SUB,Percentage of votes in the same subgroup,Middle-aged,Total,_T,Civic engagement,2016,,62.38188,,A,Normal value,0,Units,2,Two,,
Lithuania,8_2,_T,OLD,Total,HSL_8,LTU,Voter turnout,PT_VOTES_SUB,Percentage of votes in the same subgroup,Old,Total,_T,Civic engagement,2016,,73.09236,,A,Normal value,0,Units,2,Two,,
Lithuania,8_2,_T,YOUNG,Total,HSL_8,LTU,Voter turnout,PT_VOTES_SUB,Percentage of votes in the same subgroup,Young,Total,_T,Civic engagement,2016,,42.74975,,A,Normal value,0,Units,2,Two,,
Lithuania,8_2,_T,_T,Secondary education,HSL_8,LTU,Voter turnout,PT_VOTES_SUB,Percentage of votes in the same subgroup,Total,Total,ISCED11_2_3,Civic engagement,2016,,54.23415,,A,Normal value,0,Units,2,Two,,
Lithuania,8_2,_T,_T,Tertiary education,HSL_8,LTU,Voter turnout,PT_VOTES_SUB,Percentage of votes in the same subgroup,Total,Total,ISCED11_5T8,Civic engagement,2016,,74.10719,,A,Normal value,0,Units,2,Two,,
Lithuania,8_2,_T,_T,Total,HSL_8,LTU,Voter turnout,PT_VOTES,Percentage of votes,Total,Total,_T,Civic engagement,2024,,59.95,,A,Normal value,0,Units,2,Two,,
Lithuania,9_1,_T,_T,Total,HSL_9,LTU,Access to green space,PT_POP_URB,Percentage of urban population,Total,Total,_T,Environmental quality,2018,,75.86079862,,A,Normal value,0,Units,2,Two,,
Lithuania,9_2,_T,_T,Total,HSL_9,LTU,Exposed to air pollution,PT_POP,Percentage of population,Total,Total,_T,Environmental quality,2020,,99.999443,,A,Normal value,0,Units,2,Two,,
Lithuania,9_3,_T,_T,Total,HSL_9,LTU,Exposure to extreme temperature,PT_POP,Percentage of population,Total,Total,_T,Environmental quality,2023,,0.0,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_1,F,_T,Total,HSL_10,LUX,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,Total,Female,_T,Safety,2022,,1.2,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_1,M,_T,Total,HSL_10,LUX,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,Total,Male,_T,Safety,2022,,1.7,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_1,_T,_T,Total,HSL_10,LUX,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,Total,Total,_T,Safety,2022,,1.5,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2,F,_T,Total,HSL_10,LUX,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,_T,Safety,2023,,86.0,,D,Definition differs,0,Units,2,Two,,
Luxembourg,10_2,M,_T,Total,HSL_10,LUX,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,_T,Safety,2023,,87.0,,D,Definition differs,0,Units,2,Two,,
Luxembourg,10_2,_T,MID,Total,HSL_10,LUX,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,_T,Safety,2023,,88.5,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2,_T,OLD,Total,HSL_10,LUX,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,_T,Safety,2023,,83.25,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2,_T,YOUNG,Total,HSL_10,LUX,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,_T,Safety,2023,,89.0,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2,_T,_T,Primary education,HSL_10,LUX,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_1,Safety,2023,,87.25315472,,D,Definition differs,0,Units,2,Two,,
Luxembourg,10_2,_T,_T,Secondary education,HSL_10,LUX,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_2_3,Safety,2023,,88.5,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2,_T,_T,Tertiary education,HSL_10,LUX,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_5T8,Safety,2023,,89.0,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2,_T,_T,Total,HSL_10,LUX,Feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,_T,Safety,2023,,87.0,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2_DEP,F,_T,Total,HSL_10,LUX,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,_T,Safety,2023,,13.0,,D,Definition differs,0,Units,2,Two,,
Luxembourg,10_2_DEP,M,_T,Total,HSL_10,LUX,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,_T,Safety,2023,,13.0,,D,Definition differs,0,Units,2,Two,,
Luxembourg,10_2_DEP,_T,MID,Total,HSL_10,LUX,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,_T,Safety,2023,,11.25,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2_DEP,_T,OLD,Total,HSL_10,LUX,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,_T,Safety,2023,,15.5,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2_DEP,_T,YOUNG,Total,HSL_10,LUX,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,_T,Safety,2023,,11.0,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2_DEP,_T,_T,Primary education,HSL_10,LUX,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_1,Safety,2023,,12.74684528,,D,Definition differs,0,Units,2,Two,,
Luxembourg,10_2_DEP,_T,_T,Secondary education,HSL_10,LUX,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_2_3,Safety,2023,,11.0,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2_DEP,_T,_T,Tertiary education,HSL_10,LUX,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_5T8,Safety,2023,,11.0,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_2_DEP,_T,_T,Total,HSL_10,LUX,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,_T,Safety,2023,,13.0,,A,Normal value,0,Units,2,Two,,
Luxembourg,10_3,_T,_T,Total,HSL_10,LUX,Road deaths,DT_10P5HB,Deaths per 100 000 inhabitants,Total,Total,_T,Safety,2021,,3.749625037,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1,F,_T,Total,HSL_11,LUX,Life satisfaction,0_TO_10,0-10 scale,Total,Female,_T,Subjective well-being,2024,,7.2,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1,M,_T,Total,HSL_11,LUX,Life satisfaction,0_TO_10,0-10 scale,Total,Male,_T,Subjective well-being,2024,,7.3,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1,_T,MID,Total,HSL_11,LUX,Life satisfaction,0_TO_10,0-10 scale,Middle-aged,Total,_T,Subjective well-being,2023,,6.914812727,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1,_T,OLD,Total,HSL_11,LUX,Life satisfaction,0_TO_10,0-10 scale,Old,Total,_T,Subjective well-being,2024,,7.8,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1,_T,YOUNG,Total,HSL_11,LUX,Life satisfaction,0_TO_10,0-10 scale,Young,Total,_T,Subjective well-being,2023,,7.350221809,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1,_T,_T,Primary education,HSL_11,LUX,Life satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_1,Subjective well-being,2024,,6.9,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1,_T,_T,Secondary education,HSL_11,LUX,Life satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_2_3,Subjective well-being,2024,,7.2,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1,_T,_T,Tertiary education,HSL_11,LUX,Life satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_5T8,Subjective well-being,2024,,7.3,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1,_T,_T,Total,HSL_11,LUX,Life satisfaction,0_TO_10,0-10 scale,Total,Total,_T,Subjective well-being,2024,,7.2,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1_DEP,F,_T,Total,HSL_11,LUX,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Female,_T,Subjective well-being,2023,,7.571852608,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1_DEP,M,_T,Total,HSL_11,LUX,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,_T,Subjective well-being,2023,,8.614032221,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1_DEP,_T,MID,Total,HSL_11,LUX,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,Total,_T,Subjective well-being,2023,,9.665139653,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1_DEP,_T,OLD,Total,HSL_11,LUX,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,_T,Subjective well-being,2023,,7.251665008,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1_DEP,_T,YOUNG,Total,HSL_11,LUX,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Young,Total,_T,Subjective well-being,2023,,6.988166231,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1_DEP,_T,_T,Primary education,HSL_11,LUX,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_1,Subjective well-being,2023,,10.15180872,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1_DEP,_T,_T,Secondary education,HSL_11,LUX,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_2_3,Subjective well-being,2023,,8.232342109,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1_DEP,_T,_T,Tertiary education,HSL_11,LUX,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_5T8,Subjective well-being,2023,,6.865861494,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1_DEP,_T,_T,Total,HSL_11,LUX,Life satisfaction score less than 5,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Subjective well-being,2023,,8.102857513,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_1_VER,_T,_T,Total,HSL_11,LUX,Top life satisfaction scores quintile,FCTR_Q1_SCR_LIFE_SATISFACTION,Factor of lowest life satisfaction scores quintile,Total,Total,_T,Subjective well-being,2023,,2.19000207,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_2,F,_T,Total,HSL_11,LUX,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,_T,Subjective well-being,2023,,5.861639894,,D,Definition differs,0,Units,2,Two,,
Luxembourg,11_2,M,_T,Total,HSL_11,LUX,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,_T,Subjective well-being,2023,,5.967574903,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_2,_T,MID,Total,HSL_11,LUX,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,_T,Subjective well-being,2023,,7.298411936,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_2,_T,OLD,Total,HSL_11,LUX,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,_T,Subjective well-being,2023,,9.537806787,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_2,_T,YOUNG,Total,HSL_11,LUX,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,_T,Subjective well-being,2023,,7.170098508,,D,Definition differs,0,Units,2,Two,,
Luxembourg,11_2,_T,_T,Primary education,HSL_11,LUX,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_1,Subjective well-being,2023,,10.50565659,,D,Definition differs,0,Units,2,Two,,
Luxembourg,11_2,_T,_T,Secondary education,HSL_11,LUX,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_2_3,Subjective well-being,2023,,6.378511535,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_2,_T,_T,Tertiary education,HSL_11,LUX,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_5T8,Subjective well-being,2023,,5.876441231,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_2,_T,_T,Total,HSL_11,LUX,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,_T,Subjective well-being,2023,,5.920556994,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_3,F,_T,Total,HSL_11,LUX,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,_T,Subjective well-being,2023,,31.0,,D,Definition differs,0,Units,2,Two,,
Luxembourg,11_3,M,_T,Total,HSL_11,LUX,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,_T,Subjective well-being,2023,,26.0,,D,Definition differs,0,Units,2,Two,,
Luxembourg,11_3,_T,MID,Total,HSL_11,LUX,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,_T,Subjective well-being,2023,,23.75,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_3,_T,OLD,Total,HSL_11,LUX,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,_T,Subjective well-being,2023,,34.75,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_3,_T,YOUNG,Total,HSL_11,LUX,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,_T,Subjective well-being,2023,,23.25,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_3,_T,_T,Primary education,HSL_11,LUX,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_1,Subjective well-being,2023,,40.53817321,,D,Definition differs,0,Units,2,Two,,
Luxembourg,11_3,_T,_T,Secondary education,HSL_11,LUX,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_2_3,Subjective well-being,2023,,31.0,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_3,_T,_T,Tertiary education,HSL_11,LUX,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_5T8,Subjective well-being,2023,,27.5,,A,Normal value,0,Units,2,Two,,
Luxembourg,11_3,_T,_T,Total,HSL_11,LUX,Feelings of physical pain,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,_T,Subjective well-being,2023,,28.0,,A,Normal value,0,Units,2,Two,,
Luxembourg,1_1,_T,_T,Total,HSL_1,LUX,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",Total,Total,_T,Income and wealth,2023,,52809.0,,A,Normal value,0,Units,2,Two,2022.0,
Luxembourg,1_2,_T,_T,Total,HSL_1,LUX,Top average household disposable income quintile,FCTR_Q1_INC,Factor of lowest income quintile,Total,Total,_T,Income and wealth,2022,,4.516663576,,A,Normal value,0,Units,2,Two,,
Luxembourg,1_3,_T,_T,Total,HSL_1,LUX,Median net wealth,USD_HH_PPP,"US dollars per household, PPP converted",Total,Total,_T,Income and wealth,2021,,825604.0,,A,Normal value,0,Units,2,Two,2022.0,
Luxembourg,1_3_VER,_T,_T,Total,HSL_1,LUX,Top wealthiest households decile,PT_B90_S14,Percentage of household wealth,Total,Total,_T,Income and wealth,2021,,47.85118866,,A,Normal value,0,Units,2,Two,,
Luxembourg,1_4,_T,_T,Total,HSL_1,LUX,Household disposable income below the relative income poverty line,PT_POP,Percentage of population,Total,Total,_T,Income and wealth,2022,,8.883532048,,A,Normal value,0,Units,2,Two,,
Luxembourg,1_5,_T,_T,Total,HSL_1,LUX,Difficulty making ends meet,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Income and wealth,2024,,8.5,,A,Normal value,0,Units,2,Two,,
Luxembourg,1_6,_T,_T,Total,HSL_1,LUX,Equivalised liquid financial assets below three months of the annual national relative income poverty line,PT_POP,Percentage of population,Total,Total,_T,Income and wealth,2021,,33.99884403,,D,Definition differs,0,Units,2,Two,,
Luxembourg,2_1,F,_T,Total,HSL_2,LUX,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Female,_T,Work and job quality,2024,,74.397,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_1,M,_T,Total,HSL_2,LUX,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Male,_T,Work and job quality,2024,,80.17,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_1,_T,MID,Total,HSL_2,LUX,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,84.995,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_1,_T,OLD,Total,HSL_2,LUX,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Old,Total,_T,Work and job quality,2024,,49.416,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_1,_T,YOUNG,Total,HSL_2,LUX,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Young,Total,_T,Work and job quality,2024,,29.258,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_1,_T,_T,Primary education,HSL_2,LUX,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2023,,64.01131439,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_1,_T,_T,Secondary education,HSL_2,LUX,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2023,,72.78738403,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_1,_T,_T,Tertiary education,HSL_2,LUX,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2023,,86.51639557,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_1,_T,_T,Total,HSL_2,LUX,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,Total,Total,_T,Work and job quality,2024,,77.331,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_2,_T,_T,Total,HSL_2,LUX,Gender wage gap,PT_WG_SAL_M_MEDIAN,Percentage of the median wages of men,Total,Total,_T,Work and job quality,2022,,0.441118843,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_3,F,_T,Total,HSL_2,LUX,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Female,_T,Work and job quality,2024,,1.775365878,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_3,M,_T,Total,HSL_2,LUX,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Male,_T,Work and job quality,2024,,1.510937806,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_3,_T,MID,Total,HSL_2,LUX,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,1.608666577,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_3,_T,OLD,Total,HSL_2,LUX,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Old,Total,_T,Work and job quality,2024,,1.196295507,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_3,_T,YOUNG,Total,HSL_2,LUX,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Young,Total,_T,Work and job quality,2024,,2.449754302,,A,Normal value,0,Units,2,Two,,
Luxembourg,2_3,_T,_T,Primary education,HSL_2,LUX,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2018,,2.839673529,,D,Definition differs,0,Units,2,Two,,
Luxembourg,2_3,_T,_T,Secondary education,HSL_2,LUX,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2018,,1.582269202,,D,Definition differs,0,Units,2,Two,,
Luxembourg,2_3,_T,_T,Tertiary education,HSL_2,LUX,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2021,,1.427679784,,D,Definition differs,0,Units,2,Two,,
